titolare	domanda_id	database
BONETTI ROBERTO	249	itapat_1990_117
VENIER PIER PAOLO A TRIESTE TORNELLI ENZO A MILANO	3140	itapat_1983_3
VENTURA ANTONIO	235	itapat_1990_24
BONETTI ROBERTO A TRIESTE	5404	itapat_1972_1
SOFIA ANTONIO A TRIESTE	7495	itapat_1971_4
BONETTI ROBERTO A TRIESTE	5298	itapat_1969_4
CENTIS CRISTIANO E ORSELLI GIUSEPPEA TRIESTE	959	itapat_1987_3
FINZI CONTI BRUNO TRIESTE	4750	itapat_1980_2
MONTINI IN RICCI FRANCA	245	itapat_1990_26
VENTURA ANTONIO	453	itapat_1990_39
REINA GIUSEPPE	914	itapat_1990_33
BONETTI ROBERTO	811	itapat_1990_132
VENTURA ANTONIO	134	itapat_1990_22
MICOVILOVICH BRUNO ORSELLI GIUSEPPE TRIESTE	2089	itapat_1987_2
FOSSATI CLAUDIO A TRIESTE MERLAK ATTILIO A TRIESTE	1206	itapat_1976_2
FOSSATI CLAUDIO,MERLAK ATTILIO A TRIESTE	496	itapat_1976_3
VENTURA ANTONIO	274	itapat_1990_25
GIORGINI LUIGI	143	itapat_1990_147
SOFIA ANTONIO A TRIESTE	5158	itapat_1971_4
SPOGLIARICH ROBERTO MAESTRONI GIOVANNI GRAZIANI MAURO TRIESTE	401	itapat_1981_2
BAROCCHI ROBERTO A TRIESTE	3370	itapat_1970_2
VENTURA ANTONIO	813	itapat_1990_28
BONETTI ROBERTO A TRIESTE	2197	itapat_1983_1
VENTURA ANTONIO	155	itapat_1990_117
DI BENEDETTO RUGGIERO A TRINITAPOLI FOGGIA	7182	itapat_1970_2
LORA MARIA LUISA PALMIERI DOMENICO A VALDAGNO VICENZA RANCAN ANGELO ANTONIO A TRISSINO VICENZA	5326	itapat_1974_2
DE ROSA MARIO A CREGGIO DI TRONTANO NOVARA	4904	itapat_1976_2
BIANCHINI CARLO	685	itapat_1990_118
BIANCHINI CARLO A TURBIGO MILANO	1680	itapat_1986_3
TOMBONI GIUSEPPE BIANCHINI CARLO A TURBIGO,MILANO	4925	itapat_1979_1
GIULIANI GIUSEPPE A TURBIGO MILANO MARELLI GIANCARLO A VILLANOVA S/CLISI BRESCIA	1782	itapat_1983_1
BIANCHINI CARLO A TURBIGO MILANO	1793	itapat_1984_1
MANCINI VALERIA	40	itapat_1990_184
CASTELLI LUIGI MERETO DI CAPITOLO UDINE	1590	itapat_1977_2
CECOTTI MARIO A UDINE	6156	itapat_1970_2
ONGARO LUIGI TORSA DI POCENIA UDINE	2197	itapat_1977_2
NUSSI FABIO ANTONIO	650	itapat_1990_84
GASPARDO GIUSEPPE GASPARDO FABRIZIO A UDINE	3694	itapat_1983_2
COLOMBO ENZO AD UDINE	1728	itapat_1984_1
FREGONESE SERGIO VILLA SANTINA UDINE	448	itapat_1988_2
COVI DARIO TRIESTE PORRO VITTORIO VIRCO DI BERTIOLO UDINE	5019	itapat_1978_3
BROLLI GIANNI A UDINE SPIZZAMIGLIO ANTONIO A MILANO	6618	itapat_1974_1
BROILI GIANNI A UDINE SPIZZAMIGLIO ANTONIO A MILANO	5863	itapat_1974_2
SARTORI ALESSANDRO	322	itapat_1990_107
DEGRASSI ALBERTO	583	itapat_1990_27
ELIA ANGELA A UDINE	8788	itapat_1973_2
COLOMBO ENZO AD UDINE	3204	itapat_1984_2
BASSI SERGIO A UDINE	5484	itapat_1972_4
GERVASI ENZO CERVIGNANO DEL FRIULI UDINE	987	itapat_1988_1
SILVESTRI ERNESTO REANA DEL ROJALE UDINE	5610	itapat_1977_1
SURACI GIUSEPPE	59	itapat_1990_137
TAFFETA' DI GIOVANNI CORTINOVIS & C. S.A.S.	506	itapat_1990_113
MADDALENA GIOVANNI BATTISTA A UDINE	497	itapat_1971_2
D'ARONCO GIOVANNI BATTISTA A UDINE VLE DUODO 44	2588	itapat_1986_1
FUMAGALLI LUCIANO	723	itapat_1990_34
GERVASI ENRICO	296	itapat_1990_191
SILVESTRI ERNESTO REANA DEL ROJALE UDINE	874	itapat_1977_2
DELLA ROVERE LUCIANO MANZANO FR. MANZINELLO UDINE	2493	itapat_1978_2
O.F.M.A. DI CALLIGARO RICCARDO E C. S.N.C. URBIGNACCO DI BUIA UDINE	3323	itapat_1982_1
A UDINE SURACI GIUSEPPE	4486	itapat_1975_3
DI GIORGIO GALLIANO A TRECESIMO UDINE	941	itapat_1986_3
GERVASI ENRICO	930	itapat_1990_159
GASPARDO GIUSEPPE A UDINE	5322	itapat_1968_1
ROSSI LUCIANO	172	itapat_1990_89
A UDINE D'ARONCO GIOVANNI BATTISTA VLE DUODO 44	1431	itapat_1984_2
VISENTINI GIORGIO	623	itapat_1990_113
CASARI GIANFRANCO REANA DEL ROJALE UDINE	1483	itapat_1981_2
FABBRO ALBERTO CASSACCO UDINE	451	itapat_1988_2
TOMAT SILVIO A UDINE DE BENEDICTIS VINCENZO A BOLOGNA E SIFFREDI LUIGIA AD ALBENGA SAVONA PRESSO VINCENZO DE BENEDICTIS VIA EMILIA LEVANTE N.98 BOLOGNA	3325	itapat_1981_1
BIANCHI UMBERTO SIEGA FABIANA GEMONA DEL FRIULI UDINE	419	itapat_1982_1
TIBERIO GIUSEPPE AIELLO DEL FRIULI UDINE	1193	itapat_1977_2
BREDA PIETRO A UDINE	755	itapat_1976_2
SURACI GIUSEPPE	71	itapat_1990_128
D'ARONCO GIOVANNI BATTISTA UDINE VLE DUODO 44	4718	itapat_1981_3
DELLA ROVERE LUCIANO MANZANO UDINE	187	itapat_1979_2
DELLA ROVERE LUCIANO MANZANO UDINE	813	itapat_1979_1
SURACI GIUSEPPE	748	itapat_1990_174
ROSSI LUIGIA	138	itapat_1990_126
BRANCA MARTINO MARCHI G.VALERIO MICHELI FILIPPO MONTI GUGLIELMO A URBINO ITALIA	3317	itapat_1980_2
MINI FERNANDO E CRINELLI GIUSEPPE A URBINO PESARO	3232	itapat_1976_3
OFFICINA MECCANICA DI CHIAPPINI LUIGI CAGNAZZO ANGELO E C. S.A.S. AD URGNANO BERGAMO	7803	itapat_1972_4
TODESCHINI GIOVANNI	156	itapat_1990_39
LANDAU DAVID HIGHLAND PARK, NEW JERSEY (U.S.A.)	2641	itapat_1985_2
COMI ROBERTO	1234	itapat_1986_3
ZAND JACOBO SIMON A NEW YORK N.Y. U.S.A. TERRE ALBERTO RAUL A CERRO DE LAS ROSAS CORDOBA ARGENTINA	3216	itapat_1973_2
MUROLO GIUSEPPE PINO NEW YORK U.S.A.	6791	itapat_1978_3
A MIAMI, FLORIDA U.S.A. DOSAL MARTIN ROBERTO SALAS HUMARA CARLOS A FORT LANDERDALE FLORIDA USA	3850	itapat_1969_4
BASSI GIUSEPPE A LA CALIFORNIA LIVORNO	6028	itapat_1968_1
BATTAGLIA ANGELO F. A PHILADELPHIA, PENNSYLVANIA, USA	5918	itapat_1970_3
MARTINELLI LUIGI E. A SAN JOSE..CALIFORNIA..USA CERELLI GEORGE S. A CAMPBELL..CALIFORNIA..USA	7167	itapat_1976_2
RIVA ROBERTO	414	itapat_1990_69
RIVA ROBERTO	915	itapat_1990_32
FONTANA GIOVANNI	200	itapat_1990_163
CONTI ADRIANO	965	itapat_1990_69
GUGLIELMINETTI GIUSEPPE	917	itapat_1990_44
CASATI ROBERTO	156	itapat_1990_172
VALDANELLI MARCO FRANCESCO	885	itapat_1990_24
PELOSO PIERINO E BATTISTELLA FRANCESCO A VALDAGNO VICENZA	105	itapat_1969_2
BATTISTELLA FRANCESCO	410	itapat_1990_156
BATTISTELLA FRANCESCO	791	itapat_1990_148
CAMPI EDOARDO MARIA	231	itapat_1990_83
SARTORI GIOVANNI BATTISTA A VALDASTICO VICENZA E FARELLO GIOVANNI ELVIO A ROMA	7592	itapat_1976_2
VALENTI SERGIO	933	itapat_1990_185
NEW ITALIAN ART DI MANTELLI GIUSEPPE E C. S.A.S. A VALENZA ALESSANDRIA	1418	itapat_1987_2
NEW ITALIAN ART DI MANTELLI GIUSEPPE E C. S.A.S. A VALENZA ALESSANDRIA	1281	itapat_1986_3
NEW ITALIAN ART DI MANTELLI GIUSEPPE E C. S.A.S. A VALENZA ALESSANDRIA	937	itapat_1986_2
TOSI PAOLO	506	itapat_1990_105
BOLLI GIUSEPPE CAMPORE DI VALLEMOSSO..VERCELLI	2494	itapat_1975_2
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO, VERCELLI	3125	itapat_1973_2
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO, VERCELLI	3528	itapat_1972_4
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO..VERCELLI	1822	itapat_1976_1
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO VERCELLI E BORRIONE GIORGIO AD ANDORNO MICCA VERCELLI	2448	itapat_1983_1
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO, VERCELLI	4120	itapat_1972_1
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO VERCELLI	172	itapat_1979_2
BOLLI GIUSEPPE A CAMPORE DI VALLEMOSSO VERCELLI	7913	itapat_1971_2
QUAGLIA ROBERTO	26	itapat_1990_166
FILIPPI GUIDO MARIA	621	itapat_1990_51
CATTANEO GIANCARLO	157	itapat_1990_19
CORTI EMILIO	206	itapat_1990_74
MAGGI ROBERTO	708	itapat_1990_74
ROSSI MARIO A VALPERGA TORINO	1048	itapat_1971_2
ROSSI MARIO A VALPERGA, TORINO TORINO	4625	itapat_1972_2
ROSSI MARIO A VALPERGA, TORINO P.SSO UFF.BREVETTI MICHELANGELO BOVI	8036	itapat_1973_3
ROSSI MARIO A VALPERGA CANAVESE TORINO TORINO	2966	itapat_1987_3
ROSSI MARIO A VALPERGA TORINO	7327	itapat_1978_3
ROSSI MARIO A VALPERGA CANAVESE TORINO TORINO	2821	itapat_1985_1
ROSSI MARIO A VALPERGA TORINO	1746	itapat_1977_1
DELLA ROCCA GIANFRANCO	669	itapat_1990_28
DELLA ROCCA GIANFRANCO	670	itapat_1990_28
DELLA ROCCA GIANFRANCO	668	itapat_1990_28
QUINTODEI VINCENZO	857	itapat_1990_59
CAVAGNA FEDERICO A VANZAGO MILANO SUSEL ENZO A TRIESTE	3183	itapat_1987_1
MARTINELLI ROBERTO	869	itapat_1990_129
MARTINELLI ROBERTO	864	itapat_1990_129
CUTRONE MARINO	44	itapat_1990_187
SYLBER DI PANZERI CARLO E BRAMBATI PIERINO A VAPRIO D'ADDA MILANO	887	itapat_1984_3
SYLBER DI PANZERI CARLO E BRAMBATI PIERINO A VAPRIO D'ADDA,MILANO	527	itapat_1982_2
SYLBER DI PANZERI CARLO E BRAMBATI PIERINO A VAPRIO D ADDA MILANO	5809	itapat_1972_4
SYLBER DI PANZERI CARLO E BRAMBATI PIERINO A VAPRIO D ADDA MILANO	5808	itapat_1972_4
SYLBER DI PANZERI CARLO E BRAMBATI PIERINO A VAPRIO D'ADDA MILANO	3717	itapat_1982_3
SPINA GIUSEPPE	795	itapat_1990_77
SYLBER DI PANZERI CARLO E BRAMBATI PIERINO A VAPRIO D ADDA MILANO	6800	itapat_1968_1
NEGRI DANIELE	748	itapat_1990_36
CARLO LEONARDI A VARANO MELEGARI PR	2301	itapat_1985_2
ROSSI ROBERTO	79	itapat_1990_177
BENEDETTI DUILIO	862	itapat_1990_121
COLOMBO CLAUDIO CARDANO AL CAMPO VARESE	2991	itapat_1977_1
MANTEGAZZA ALESSANDRO VECCHI ALESSANDRO TRADATE VARESE	3397	itapat_1982_2
GATTI MARIO CESARE	304	itapat_1990_102
CECCONELLO LORENZO MARIA	268	itapat_1990_172
BELTRAMI GIOVANNI	573	itapat_1990_19
COLOMBO LUIGI BUSTO ARSIZIO VARESE	3733	itapat_1978_1
AR.-CO. 84 DI COLOMBO GABRIELE & C.S.N.C.	25	itapat_1990_94
TURCONI FRANCO SARONNO VARESE	5122	itapat_1980_1
BOSISIO FRANCESCO CASTELLANZA VARESE	2745	itapat_1979_2
GIUDICI ANTONIO VARESE	4518	itapat_1977_3
ROSSINI ADRIANA BESNATE VARESE	525	itapat_1978_2
ROSSI GIUSEPPE E LA DITTA CRIZAF DI ORESTE E LEONARDO CRIBIU' SARONNO VARESE	3329	itapat_1978_3
NANNINI GUIDO E C. DI NANNINI GUIDO E NANNINI GIANCARLO S.A.S. CARDANO AL CAMPO VARESE	6509	itapat_1977_1
DINI PAOLO VARESE	3028	itapat_1988_1
SOTTORIVA BARTOLO SOTTORIVA GIANFRANCO CANONICA DI CUVEGLIO VARESE	2374	itapat_1977_3
MATTIOLI GIORGIO A VARESE	1692	itapat_1970_1
COLOMBO CARLO CASTELLANZA VARESE	2314	itapat_1978_2
COLOMBO CLAUDIO	378	itapat_1990_7
PAGANI DARIO	909	itapat_1990_168
A VARESE BATTAGLIA ALBERTO	2719	itapat_1985_3
MARABESE GIAN CARLO GANZERLA PRIMO VIGGIU' VARESE	2451	itapat_1987_3
MATTIOLI GIORGIO A VARESE	2597	itapat_1969_1
CASARINI GIUSEPPE VARESE	1913	itapat_1988_1
MORETTI CARLO CASSANO MAGNAGO VARESE	2334	itapat_1978_3
MATTIOLI GIORGIO A VARESE	7583	itapat_1969_1
MATTIOLI GIORGIO A VARESE	7582	itapat_1969_1
MANTEGAZZA ALESSANDRO TRADATE VARESE MANTEGAZZA PAOLO VENEGONO INFERIORE VARESE	888	itapat_1987_3
GALLI GIORGIO GALLI LUIGI CASCIAGO VARESE LUCCHINA ROBERTO MASNAGO VARESE	3594	itapat_1979_3
BRUSA PIETRO	790	itapat_1990_0
BODINI CARLO VARANO BORGHI VARESE CIVANELLI CLAUDIO TRAVEDENA VARESE SALA BERNARDO VARESE	2913	itapat_1979_2
GIVILLA IL DESIGN IMBOTTITO DI VILLA GIANCARLO BESNATE VARESE	3196	itapat_1981_2
GANDINI GIOVANNI VENEGONO INF. VARESE TALAMONA ENRICO VENEGONO SUP. VARESE	3919	itapat_1980_3
ROSSI E ROSSI DI ROSSI GIUSEPPE PIERO ANTONIETTA GIOVANNA E GABRIELE SARONNO VARESE	518	itapat_1982_1
AMBROSINI GIUSEPPE A VARESE	2989	itapat_1980_1
RAVASI BRUNO A VARESE	5616	itapat_1971_2
RUSCONI RICCARDO BUSTO ARSIZIO VARESE VALENTI SANTI ROVELLO PORRO COMO COLOMBO ANGELO BUSTO ARSIZIO VARESE	2575	itapat_1978_3
FALAVIGNA CARLO ALBERTO GALLARATE VARESE BURATTI ACHILLE SOMMA LOMBARDO VARESE	2315	itapat_1981_2
NOMEC S.P.A. TALAMONA ENRICO VENEGONO SUPERIORE VARESE GANDINI GIOVANNI VENEGONO INFERIORE VARESE	7561	itapat_1977_1
BANDERA LUIGI BUSTO ARSIZIO VARESE	5802	itapat_1977_2
FERRARI LUIGI VERGIATE VARESE	1699	itapat_1980_3
LISKI DI ROSSI CANDIDA CARONNO PERTUSELLA VARESE	1190	itapat_1981_2
MATTIOLI GIORGIO A VARESE	4204	itapat_1968_3
MATTIOLI GIORGIO A VARESE	2596	itapat_1969_1
BERTOLA ALESSANDRO	573	itapat_1990_19
VIGILLA IL DESIGN IMBOTTITO DI VILLA GIANCARLO BESNATE VARESE	4229	itapat_1982_2
BELLAVITA LUIGI	138	itapat_1990_59
TESSITURA CARLO MAJOCCHI & C.S.P.A.	126	itapat_1990_81
CASARINI GIUSEPPE A VARESE	3005	itapat_1987_1
CORTI GIOVANNI COCQUIO TREVISAGO VARESE	3917	itapat_1977_1
CORTI ESTERINO CUVEGLIO VARESE	2197	itapat_1981_1
AMBROSINI GIUSEPPE A VARESE	434	itapat_1985_1
MATTIOLI GIORGIO A VARESE	5951	itapat_1968_4
FERRARIO MARIO AGOSTINO	265	itapat_1990_178
MATTIOLI GIORGIO A VARESE	1791	itapat_1968_3
CREAZIONI AR-CO 84 DI COLOMBO GABRIELE & C. S.N.C.	683	itapat_1990_175
VERBENA S.A.S. DI MARIA CONTE & C.	403	itapat_1990_140
VARESE SESSA LUIGI	2584	itapat_1988_1
MINGARDI RAFFAELE VARESE	1241	itapat_1978_2
BIANCHI GIANFRANCO CASTELLI ACHILLE BUSTO ARSIZIO VARESE	3948	itapat_1978_2
MATTIOLI GIORGIO A VARESE	849	itapat_1971_3
TIBALDI GIOVANNI GALLIATE VARESE	2024	itapat_1980_2
MATTIOLI GIORGIO A VARESE	4080	itapat_1968_4
AMBROSINI GIUSEPPE A VARESE	2832	itapat_1986_2
ROSSETTI CRISTINA	289	itapat_1990_49
MANTEGAZZA PAOLO VENEGONO INFERIORE VARESE	57	itapat_1987_3
GIORDANO ALBERTO	279	itapat_1990_114
LORUSSO VINCENZO CASTIGLIONE OLONA VARESE	1081	itapat_1987_3
N. BENASEDO E T.C. DI SCOCCO VALERIO E C. S.A.S. CARONNO PERTUSELLA VARESE	1953	itapat_1977_3
MATTIOLI GIORGIO A VARESE	3913	itapat_1968_3
MATTIOLI GIORGIO A VARESE	2593	itapat_1969_1
SOTTORIVA BARTOLO SOTTORIVA GIANFRANCO CANONICA DI CUVEGLIO VARESE	6491	itapat_1977_3
SALA ADRIANO CASTIGLIONE OLONA VARESE	1143	itapat_1987_3
COSTRUZIONI MECCANICHE LUIGI BANDERA S.P.A. BUSTO ARSIZIO VARESE	5353	itapat_1976_3
COLOMBO CLAUDIO A VARESE	3215	itapat_1988_3
ROSSI CARLO GALLARATE VARESE	3030	itapat_1988_3
MATTIOLI GIORGIO A VARESE	2594	itapat_1969_1
MACCHI ALDO	897	itapat_1990_127
CAPOROSSI CARLO	885	itapat_1990_71
CAPPARUCCINI ROBERTO	442	itapat_1990_99
CAPPARUCCINI ROBERTO	977	itapat_1990_110
MASCITELLI GIUSEPPE	763	itapat_1990_21
CAPPARUCCINI ROBERTO	525	itapat_1990_91
MARIOTTI ALFREDO	399	itapat_1990_181
MARIOTTI ALFREDO	984	itapat_1990_187
MARIOTTI ALFREDO	993	itapat_1990_187
CHIARELLI MARIO ROSARIO	23	itapat_1990_181
CHIARELLI MARIO ROSARIO	905	itapat_1990_179
DELTA OFFICINA MECCANICA DI DELLA TORRE ROBERTO A VEDANO AL LAMBRO,MILANO	3621	itapat_1983_3
LONGHI MARCO	578	itapat_1990_79
ROSSI MARIO	467	itapat_1990_62
ROSSI TIZIANA	445	itapat_1990_102
BONFANTI GIOVANNI	812	itapat_1990_125
BONFANTI GIOVANNI	854	itapat_1990_124
BROGLIO GIORGIO E GIACOMELLI GIUSEPPE A VENARIA TORINO	1252	itapat_1977_3
GIACOMELLI GIUSEPPE A VENARIA TORINO	1253	itapat_1977_3
MANTEGAZZA PAOLO	373	itapat_1990_124
MAGNI MARIO DANIELE	300	itapat_1990_87
I.R.P. DI SINELLI CLAUDIO E C.S.N.C.	728	itapat_1990_75
GANDINI GIOVANNI A VENEGONO INFERIORE VARESE	962	itapat_1971_2
MANTEGAZZA PAOLO	60	itapat_1990_54
MANTEGAZZA PAOLO	442	itapat_1990_38
MANTEGAZZA PAOLO	539	itapat_1990_42
MANTEGAZZA PAOLO	615	itapat_1990_82
MANTEGAZZA PAOLO	611	itapat_1990_68
MANTEGAZZA PAOLO	14	itapat_1990_10
MANTEGAZZA PAOLO	311	itapat_1990_75
BIANCHI GIANNI PIETRO	933	itapat_1990_29
MANTEGAZZA PAOLO	783	itapat_1990_106
GANDINI GIOVANNI	554	itapat_1990_21
MAGNI MARIO DANIELE	666	itapat_1990_78
MAGNI MARIO DANIELE	686	itapat_1990_164
MAGNI MARIO DANIELE	279	itapat_1990_23
ZANELLA MARCO	85	itapat_1990_127
RUSSO VINCENZO	43	itapat_1990_62
BOMBARELLI ROBERTO A VENEZIA MESTRE	2207	itapat_1975_3
F.LLI LUIGI E FRANCO DAL MASCHIO FU GIOVANNI BATTISTA S.N.C. SALZANO VENEZIA	8001	itapat_1976_3
D'ESTE ARTURO GUERRIERO RENATO JACOPO QUARANTINO GIUSEPPE ZANNOVELLO GUIDO VENEZIA	7122	itapat_1976_3
VALENTI GIUSEPPE VENEZIA ZELARINO	571	itapat_1981_3
DEI ROSSI GIUSEPPE A VENEZIA MARGHERA	7775	itapat_1974_3
VALENTI GIUSEPPE ZELARINO VENEZIA	7763	itapat_1978_2
SCARPA SERGIO VENEZIA LIDO	988	itapat_1988_1
DEI ROSSI GIUSEPPE A VENEZIA MARGHERA	3449	itapat_1968_3
DEI ROSSI GIUSEPPE A VENEZIA MARGHERA CASE NUOVE II	2172	itapat_1973_1
RUSSO VINCENZO	371	itapat_1990_61
VALENTI GIUSEPPE ZELARINO VENEZIA	844	itapat_1979_2
ROSSI CLAUDIO	598	itapat_1990_164
RAPPOSELLI GIUSEPPE A MESTRE VENEZIA	5882	itapat_1968_3
BARBIERI SERGIO VENEZIA	3335	itapat_1981_3
ROSSETTI ANTONIO CHIOGGIA VENEZIA	3362	itapat_1980_3
BULGARINI GIOVANNI	15	itapat_1990_11
VALENTI GIUSEPPE VENEZIA	2844	itapat_1980_3
CIMAROSTI ROBERTO	775	itapat_1990_117
VENEZIA MARGHERA DEI ROSSI GIUSEPPE	1961	itapat_1978_1
A ZELARINO VENEZIA ALBERTINI GIUSEPPE COSTA FRANCO A MESTRE VENEZIA	384	itapat_1980_1
VALENTI GIUSEPPE A ZELARINO, VENEZIA	163	itapat_1971_3
DI FRANCESCO BRUNO A MESTRE VENEZIA	6196	itapat_1979_2
VALENTI GIUSEPPE A ZELARINO VENEZIA	6796	itapat_1971_1
GRILLO CARLO VENEZIA LIDO	4593	itapat_1977_1
CECCANGELI CESARE VIGONOVO VENEZIA	385	itapat_1988_2
VALENTI GIUSEPPE A ZELARINO VENEZIA	2406	itapat_1968_3
BORIN ADRIANO A ZELARINO VENEZIA	2207	itapat_1986_2
GASPARINI ROBERTO	3	itapat_1990_28
PHOTOMARKET VIDEO SAS DI NEGRI MAURIZIO E DONATELLA	424	itapat_1990_179
BALESTRA MARIO	573	itapat_1990_16
MORONI ANTONIO A VENEZIA MARGHERA VENEZIA	203	itapat_1985_2
FURLAN ANTONIO A MESTRE,VENEZIA GAVA LUCIANO A PREGANZIOL,TREVISO C/O GAVA LUCIANO VIA COMISSO,29 S.TROVASO DI	485	itapat_1985_2
DE LORENZI ANTONIO A VENEZIA	450	itapat_1969_4
ALBERTINI GIUSEPPE	9	itapat_1990_180
PASETTI PIETRO	919	itapat_1990_159
FRANCO LIVANO A VENEZIA MESTRE	4434	itapat_1968_3
VALENTI GIUSEPPE VENEZIA ZELARINO	7981	itapat_1977_1
VALENTI GIUSEPPE A ZELARINO, VENEZIA	4760	itapat_1968_4
TOMMASINI GIORGIO A VENEZIA	2472	itapat_1984_3
ZENNARO LUCIO	227	itapat_1990_172
GIACOMINI FRANCO GOTTARDO DANILO JESOLO VENEZIA	6328	itapat_1976_3
VALENTI GIUSEPPE ZELARINO VENEZIA	5014	itapat_1979_3
VALENTI GIUSEPPE A ZELARINO VENEZIA	6252	itapat_1973_1
VALENTI GIUSEPPE A ZELARINO VENEZIA	2370	itapat_1975_2
PIAZZA PAOLO	299	itapat_1990_137
FRANZOSO SERGIO VENEZIA	665	itapat_1978_3
VALENTI GIUSEPPE A VENEZIA ZELARINO	3165	itapat_1972_2
MONTAGNA ANTONIO A VENEZIA MESTRE	5067	itapat_1972_3
GIACOMINI FRANCO GOTTARDO DANILO JESOLO VENEZIA	4872	itapat_1978_1
VALENTI GIUSEPPE A ZELARINO VENEZIA	582	itapat_1986_2
ALBERTINI GIUSEPPE A ZELARINO MESTRE VENEZIA E COSTA FRANCO A MESTRE VENEZIA	83	itapat_1980_2
FACCHINI ENRICO A MARGHERA VENEZIA	1227	itapat_1986_3
VALENTI GIUSEPPE A VENEZIA ZELARINO	5357	itapat_1972_1
FACCHINI ENRICO MARGHERA VENEZIA	578	itapat_1988_2
BULGARINI GIOVANNI	894	itapat_1990_191
CASELLA LUIGI A VENEZIA MESTRE C.SO DEL POPOLO 125.19	3160	itapat_1975_2
STEVANI GIORGIO A VENEZIA MESTRE	18	itapat_1970_4
MONTAGNA ANTONIO A VENEZIA MESTRE	4855	itapat_1975_3
FACCHINI ENRICO A MARGHERA VENEZIA	1657	itapat_1985_2
FRANCO LIVANO A VENEZIA MESTRE	4100	itapat_1968_2
BARBIERI SERGIO VENEZIA	3010	itapat_1979_3
RUSSO VINCENZO	665	itapat_1990_50
ROSSI GIANLUIGI	935	itapat_1990_194
RINALDI GIUSEPPE A CARACAS VENEZUELA	3361	itapat_1976_3
ROSSI GIANLUIGI	834	itapat_1990_185
ROSSI GIANLUIGI	314	itapat_1990_182
GALLO GIANFRANCO A CARACAS	2478	itapat_1976_1
ROSSI GIANLUIGI	714	itapat_1990_185
RADAELLI ANGELO S.A.S. DI RENATA VAGNI RADAELLI & C.	210	itapat_1990_169
FORMENTI FRANCO A VERANO BRIANZA MILANO	3259	itapat_1972_1
RADAELLI ANGELO S.A.S. DI RENATA VAGNI RADAELLI & C.	265	itapat_1990_176
LONGONI ANGELO A VERANO BRIANZA MILANO	4297	itapat_1969_4
RADAELLI ANGELO S.A.S. DI RENATA VAGNI RADAELLI & C.	723	itapat_1990_175
RADAELLI ANGELO S.A.S. DI RENATA VAGNI RADAELLI & C.	998	itapat_1990_165
RADAELLI ANGELO S.A.S. DI RENATA VAGNI RADAELLI & C.	211	itapat_1990_169
RADAELLI ANGELO S.A.S. DI RENATA VAGNI RADAELLI & C.	621	itapat_1990_187
PARRAVICINI ALDO A VERANO BRIANZA MILANO	4128	itapat_1974_1
PARRAVICINI ALDO A VERANO BRIANZA MILANO	3218	itapat_1975_1
PARRAVICINI ALDO A VERANO BRIANZA MILANO	3227	itapat_1975_1
PARRAVICINI ALDO A VERANO BRIANZA MILANO	4138	itapat_1974_1
BARBINI PAOLA	834	itapat_1990_36
NICOLINI CARLO ANTONIO A INTRA NOVARA	985	itapat_1968_2
RIGAMONTI TIZIANO A VERBANIA INTRA NOVARA	2133	itapat_1983_2
ALBERTO PIETRO MENEGHETTI GIORGIO BIELLA VERCELLI	4619	itapat_1978_3
RUFFINO ANTONIO COLOMBO IVANA A VERCELLI PADUANO GUIDO A MILANO	1059	itapat_1984_3
MANZONI GIOVANNI BATTISTA A VERCURAGO BERGAMO	3675	itapat_1974_3
VIGANO' VITTORIO A VERDELLINO BERGAMO	1317	itapat_1984_3
GALASSO GIUSEPPE	296	itapat_1990_162
VIGANO' VITTORIO A VERDELLINO BERGAMO	3244	itapat_1985_1
GALASSO GIUSEPPE	793	itapat_1990_159
CARLO DENTI A CHIUSI DELLA VERNA (AR)	391	itapat_1988_1
BECHERINI ALESSANDRO E BECHERINI PAOLO A S.QUIRICO DI VERNIO FIRENZE	5102	itapat_1970_4
BERTUZZI FRANCO A VEROLANUOVA BRESCIA BERTUZZI BRUNO A CASALMORO MANTOVA	586	itapat_1986_3
ROSSINI PIETRO CERVATI CARLO BRUNELLI FRANCESCO A VEROLANUOVA BRESCIA	853	itapat_1983_2
SIMEONI MARCELLO	662	itapat_1990_130
BONGIORNO FRANCO A VERONA	3180	itapat_1969_3
O.A.R.M.DI FIORINI ANTONIO E C. S.N.C. A MONTORIO VERONESE (VERONA)	5962	itapat_1977_3
ROMANI ROBERTO SOMMACAMPAGNA VERONA	3277	itapat_1982_2
BELLARE GIORGIO SANGUINETTO VERONA	5005	itapat_1977_1
GUGLIELMI RODOLFO	696	itapat_1990_110
BRA EREDI LUIGI ROSSI DI IVANO ROSSI E C. S.A.S. QUINTO DI VALPANTENA VERONA	2781	itapat_1987_2
ROSSI MARCO	460	itapat_1990_185
AL.FER. DI DE' VINCENZI ROBERTO GOBBI PAOLO ZENARI RINO LAVORAZIONE FERRO ALLUMINIO E SIMILI FRAZIONE MONTORIO VERONA	2204	itapat_1982_1
ROSSI ALESSANDRO	415	itapat_1990_141
